LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 15594, 0, 44.55589890342439, 45.9375, 44.11458333333334,
1, 2194.8125, 0, 137.8249953578107, 100.0, 100.0,
2, 1755, 0, 44.67236467236467, 50.0, 43.12431243124312,
3, 14813, 0, 59.05623438871262, 66.66666666666667, 56.90866510538638,
4, 5267, 0, 79.3873805455351, 88.8888888888889, 76.66544432220999,
5, 13295, 0, 94.35125987213237, 100.0, 92.61665682220905,
6, 3136, 0, 100.0, 100.0, 100.0,
