1,150000000,-1,-1,-1
2,150000001,150000100,-1,-1
3,150000002,150000101,150000200,-1
4,150000003,150000102,150000201,150000300
5,150000004,150000103,150000202,150000301
6,150000005,150000104,150000203,150000302
7,150000006,150000105,150000204,150000303
8,150000007,150000106,150000205,150000304
9,150000008,150000107,150000206,150000305
10,150000009,150000108,150000207,150000306
11,150000010,150000109,150000208,150000307
12,150000011,150000110,150000209,150000308
13,150000012,150000111,150000210,150000309
14,150000013,150000112,150000211,150000310
15,150000014,150000113,150000212,150000311
16,150000015,150000114,150000213,150000312
17,150000016,150000115,150000214,150000313
18,150000017,150000116,150000215,150000314
19,150000018,150000117,150000216,150000315
20,150000019,150000118,150000217,150000316
21,150000020,150000119,150000218,150000317
22,150000021,150000120,150000219,150000318
23,150000022,150000121,150000220,150000319
24,150000023,150000122,150000221,150000320
25,150000024,150000123,150000222,150000321
26,150000025,150000124,150000223,150000322
27,150000026,150000125,150000224,150000323
28,150000027,150000126,150000225,150000324
29,150000028,150000127,150000226,150000325
30,150000029,150000128,150000227,150000326
31,150000030,150000129,150000228,150000327
32,150000031,150000130,150000229,150000328
33,150000032,150000131,150000230,150000329
34,150000033,150000132,150000231,150000330
35,150000034,150000133,150000232,150000331
36,150000035,150000134,150000233,150000332
37,150000036,150000135,150000234,150000333
38,150000037,150000136,150000235,150000334
39,150000038,150000137,150000236,150000335
40,150000039,150000138,150000237,150000336
41,150000040,150000139,150000238,150000337
42,150000041,150000140,150000239,150000338
43,150000042,150000141,150000240,150000339
44,150000043,150000142,150000241,150000340
45,150000044,150000143,150000242,150000341
46,150000045,150000144,150000243,150000342
47,150000046,150000145,150000244,150000343
48,150000047,150000146,150000245,150000344
49,150000048,150000147,150000246,150000345
50,150000049,150000148,150000247,150000346
51,150000050,150000149,150000248,150000347
52,150000051,150000150,150000249,150000348
53,150000052,150000151,150000250,150000349
54,150000053,150000152,150000251,150000350
55,150000054,150000153,150000252,150000351
56,150000055,150000154,150000253,150000352
57,150000056,150000155,150000254,150000353
58,150000057,150000156,150000255,150000354
59,150000058,150000157,150000256,150000355
60,150000059,150000158,150000257,150000356
61,150000060,150000159,150000258,150000357
62,150000061,150000160,150000259,150000358
63,150000062,150000161,150000260,150000359
64,150000063,150000162,150000261,150000360
65,150000064,150000163,150000262,150000361
66,150000065,150000164,150000263,150000362
67,150000066,150000165,150000264,150000363
68,150000067,150000166,150000265,150000364
69,150000068,150000167,150000266,150000365
