1,10000031,10000394,10000757,10001120,10001483,10001846,10002209,10002572,10002935,10003298,10003661,10004024,10004387,10004750,10005113,10005476,10005839,10006202,10006565,10006928,10007291,10007654,10008017,10008380,10008743,10009106,10009469,10009832,10010195,10010558,10010921,10011284
2,10000030,10000393,10000756,10001119,10001482,10001845,10002208,10002571,10002934,10003297,10003660,10004023,10004386,10004749,10005112,10005475,10005838,10006201,10006564,10006927,10007290,10007653,10008016,10008379,10008742,10009105,10009468,10009831,10010194,10010557,10010920,10011283
3,10000029,10000392,10000755,10001118,10001481,10001844,10002207,10002570,10002933,10003296,10003659,10004022,10004385,10004748,10005111,10005474,10005837,10006200,10006563,10006926,10007289,10007652,10008015,10008378,10008741,10009104,10009467,10009830,10010193,10010556,10010919,10011282
4,10000028,10000391,10000754,10001117,10001480,10001843,10002206,10002569,10002932,10003295,10003658,10004021,10004384,10004747,10005110,10005473,10005836,10006199,10006562,10006925,10007288,10007651,10008014,10008377,10008740,10009103,10009466,10009829,10010192,10010555,10010918,10011281
5,10000027,10000390,10000753,10001116,10001479,10001842,10002205,10002568,10002931,10003294,10003657,10004020,10004383,10004746,10005109,10005472,10005835,10006198,10006561,10006924,10007287,10007650,10008013,10008376,10008739,10009102,10009465,10009828,10010191,10010554,10010917,10011280
6,10000026,10000389,10000752,10001115,10001478,10001841,10002204,10002567,10002930,10003293,10003656,10004019,10004382,10004745,10005108,10005471,10005834,10006197,10006560,10006923,10007286,10007649,10008012,10008375,10008738,10009101,10009464,10009827,10010190,10010553,10010916,10011279
7,10000025,10000388,10000751,10001114,10001477,10001840,10002203,10002566,10002929,10003292,10003655,10004018,10004381,10004744,10005107,10005470,10005833,10006196,10006559,10006922,10007285,10007648,10008011,10008374,10008737,10009100,10009463,10009826,10010189,10010552,10010915,10011278
8,10000024,10000387,10000750,10001113,10001476,10001839,10002202,10002565,10002928,10003291,10003654,10004017,10004380,10004743,10005106,10005469,10005832,10006195,10006558,10006921,10007284,10007647,10008010,10008373,10008736,10009099,10009462,10009825,10010188,10010551,10010914,10011277
9,10000023,10000386,10000749,10001112,10001475,10001838,10002201,10002564,10002927,10003290,10003653,10004016,10004379,10004742,10005105,10005468,10005831,10006194,10006557,10006920,10007283,10007646,10008009,10008372,10008735,10009098,10009461,10009824,10010187,10010550,10010913,10011276
10,10000022,10000385,10000748,10001111,10001474,10001837,10002200,10002563,10002926,10003289,10003652,10004015,10004378,10004741,10005104,10005467,10005830,10006193,10006556,10006919,10007282,10007645,10008008,10008371,10008734,10009097,10009460,10009823,10010186,10010549,10010912,10011275
