-512.0,40000000.0,40000001.0,40000100.0,40000002.0,40000101.0
-511.0,40000200.0,40000003.0,40000102.0,40000201.0,40000300.0
-510.0,40000004.0,40000103.0,40000202.0,40000301.0,40000005.0
-509.0,40000104.0,40000203.0,40000302.0,40000006.0,40000105.0
-508.0,40000204.0,40000303.0,40000007.0,40000106.0,40000205.0
-507.0,40000304.0,40000008.0,40000107.0,40000206.0,40000305.0
-506.0,40000009.0,40000108.0,40000207.0,40000306.0,40000010.0
-505.0,40000109.0,40000208.0,40000307.0,40000011.0,40000110.0
-504.0,40000209.0,40000308.0,40000012.0,40000111.0,40000210.0
-503.0,40000309.0,40000013.0,40000112.0,40000211.0,40000310.0
-502.0,40000014.0,40000113.0,40000212.0,40000311.0,40000015.0
-501.0,40000114.0,40000213.0,40000312.0,40000016.0,40000115.0
-500.0,40000214.0,40000313.0,40000017.0,40000116.0,40000215.0
-499.0,40000314.0,40000018.0,40000117.0,40000216.0,40000315.0
-498.0,40000019.0,40000118.0,40000217.0,40000316.0,40000020.0
-497.0,40000119.0,40000218.0,40000317.0,40000021.0,40000120.0
-496.0,40000219.0,40000318.0,40000022.0,40000121.0,40000220.0
-495.0,40000319.0,40000023.0,40000122.0,40000221.0,40000320.0
-494.0,40000024.0,40000123.0,40000222.0,40000321.0,40000025.0
-493.0,40000124.0,40000223.0,40000322.0,40000026.0,40000125.0
-492.0,40000224.0,40000323.0,40000027.0,40000126.0,40000225.0
-491.0,40000324.0,40000028.0,40000127.0,40000226.0,40000325.0
-490.0,40000029.0,40000128.0,40000227.0,40000326.0,40000030.0
-489.0,40000129.0,40000228.0,40000327.0,40000031.0,40000130.0
-488.0,40000229.0,40000328.0,40000032.0,40000131.0,40000230.0
-487.0,40000329.0,40000033.0,40000132.0,40000231.0,40000330.0
-486.0,40000034.0,40000133.0,40000232.0,40000331.0,40000035.0
-485.0,40000134.0,40000233.0,40000332.0,40000036.0,40000135.0
-484.0,40000234.0,40000333.0,40000037.0,40000136.0,40000235.0
-483.0,40000334.0,40000038.0,40000137.0,40000236.0,40000335.0
-482.0,40000039.0,40000138.0,40000237.0,40000336.0,40000040.0
-481.0,40000139.0,40000238.0,40000337.0,40000041.0,40000140.0
-480.0,40000239.0,40000338.0,40000042.0,40000141.0,40000240.0
-479.0,40000339.0,40000043.0,40000142.0,40000241.0,40000340.0
-478.0,40000044.0,40000143.0,40000242.0,40000341.0,40000045.0
-477.0,40000144.0,40000243.0,40000342.0,40000046.0,40000145.0
-476.0,40000244.0,40000343.0,40000047.0,40000146.0,40000245.0
-475.0,40000344.0,40000048.0,40000147.0,40000246.0,40000345.0
-474.0,40000049.0,40000148.0,40000247.0,40000346.0,40000050.0
-473.0,40000149.0,40000248.0,40000347.0,40000051.0,40000150.0
-472.0,40000249.0,40000348.0,40000052.0,40000151.0,40000250.0
-471.0,40000349.0,40000053.0,40000152.0,40000251.0,40000350.0
-470.0,40000054.0,40000153.0,40000252.0,40000351.0,40000055.0
-469.0,40000154.0,40000253.0,40000352.0,40000056.0,40000155.0
-468.0,40000254.0,40000353.0,40000057.0,40000156.0,40000255.0
-467.0,40000354.0,40000058.0,40000157.0,40000256.0,40000355.0
-466.0,40000059.0,40000158.0,40000257.0,40000356.0,40000060.0
-465.0,40000159.0,40000258.0,40000357.0,40000061.0,40000160.0
-464.0,40000259.0,40000358.0,40000062.0,40000161.0,40000260.0
-463.0,40000359.0,40000063.0,40000162.0,40000261.0,40000360.0
-462.0,40000064.0,40000163.0,40000262.0,40000361.0,40000065.0
-461.0,40000164.0,40000263.0,40000362.0,40000066.0,40000165.0
-460.0,40000264.0,40000363.0,40000067.0,40000166.0,40000265.0
-459.0,40000364.0,40000068.0,40000167.0,40000266.0,40000365.0
