22.0,5000.0,5001.0,5002.0,5003.0,5100.0,5101.0,5102.0,5200.0,5201.0,5300.0,5004.0,5103.0,5104.0,5202.0,5203.0,5301.0,5302.0,5400.0,5401.0,5500.0,5600.0,5601.0,5700.0,5005.0,5006.0,5105.0,5204.0,5303.0,5402.0,5501.0,5602.0,5701.0,5800.0,5007.0,5106.0,5205.0,5304.0,5403.0,5502.0,5503.0,5504.0,5603.0,5702.0,5801.0,5900.0,5008.0,5107.0,5206.0,5305.0,5404.0
23.0,5604.0,5703.0,5802.0,5901.0,6000.0,5009.0,5108.0,5207.0,5306.0,5405.0,5505.0,5803.0,5902.0,6001.0,5010.0,6100.0,5109.0,5208.0,5307.0,5406.0,5506.0,5605.0,5704.0,5011.0,6101.0,5110.0,6200.0,5209.0,5308.0,5407.0,5408.0,5507.0,5606.0,5705.0,5804.0,5903.0,6002.0,5111.0,5210.0,5309.0,5508.0,5607.0,5706.0,5805.0,5904.0,6003.0,5012.0,6102.0,6201.0,6300.0
24.0,6400.0,5409.0,6004.0,5013.0,6103.0,5112.0,6202.0,5211.0,6301.0,5310.0,5410.0,5509.0,5608.0,5707.0,5806.0,5905.0,5014.0,5113.0,5212.0,5311.0,6401.0,6500.0,5609.0,5708.0,5807.0,5906.0,6005.0,6104.0,6203.0,6302.0,5312.0,6402.0,5411.0,6501.0,5510.0,6600.0,5015.0,5114.0,5213.0,6303.0,5313.0,5412.0,5511.0,5610.0,5709.0,5808.0,5907.0,6006.0,6105.0,6204.0
25.0,6304.0,6403.0,6502.0,6601.0,6700.0,5016.0,6106.0,5115.0,6205.0,5214.0,5314.0,5413.0,5512.0,5611.0,5710.0,5809.0,5908.0,6007.0,5116.0,5215.0,6305.0,6404.0,6503.0,6602.0,6701.0,6800.0,6008.0,5017.0,6107.0,6206.0,5216.0,5315.0,5414.0,5513.0,5612.0,5711.0,5810.0,5909.0,5018.0,5117.0,6306.0,6405.0,6504.0,6603.0,6702.0,6801.0,6900.0,6009.0,6108.0,6207.0
26.0,5217.0,5316.0,5415.0,5514.0,5613.0,5712.0,5811.0,5910.0,5019.0,5118.0,6208.0,6307.0,6406.0,6505.0,6604.0,6703.0,6802.0,6901.0,7000.0,6109.0,5218.0,5317.0,5416.0,5515.0,5614.0,5713.0,5812.0,5911.0,6010.0,5119.0,6308.0,6407.0,5020.0,6506.0,6605.0,6704.0,6803.0,6902.0,7001.0,7100.0,6209.0,5318.0,5417.0,5516.0,5615.0,5714.0,5813.0,5912.0,6011.0,6110.0
27.0,5120.0,7200.0,5219.0,6606.0,7101.0,6705.0,6804.0,6903.0,7002.0,5021.0,6210.0,6309.0,6408.0,6507.0,5616.0,5715.0,5814.0,5913.0,6012.0,6111.0,5121.0,7201.0,5220.0,7300.0,5319.0,5418.0,5517.0,7102.0,7003.0,5022.0,6112.0,6211.0,6310.0,6409.0,6508.0,6607.0,6706.0,6805.0,6904.0,6013.0,5122.0,5221.0,5320.0,5419.0,5518.0,5617.0,5716.0,5815.0,5914.0,5023.0
28.0,7202.0,7301.0,7400.0,6509.0,6608.0,6707.0,6806.0,6905.0,7004.0,7103.0,6113.0,6212.0,6311.0,6410.0,5519.0,5618.0,5717.0,5816.0,5915.0,6014.0,5024.0,7104.0,5123.0,7203.0,5222.0,7302.0,5321.0,7401.0,5420.0,7005.0,6114.0,6213.0,6312.0,6411.0,6510.0,6609.0,6708.0,6807.0,6906.0,6015.0,5025.0,5124.0,5223.0,5322.0,5421.0,5520.0,5619.0,5718.0,5817.0,5916.0
29.0,7105.0,7204.0,7303.0,7402.0,6511.0,6610.0,6709.0,6808.0,6907.0,7006.0,6016.0,6115.0,6214.0,6313.0,6412.0,5521.0,5620.0,5719.0,5818.0,5917.0,5026.0,7106.0,5125.0,7205.0,5224.0,7304.0,5323.0,7403.0,5422.0,7007.0,6017.0,6116.0,6215.0,6314.0,6413.0,6512.0,6611.0,6710.0,6809.0,6908.0,5027.0,5126.0,5225.0,5324.0,5423.0,5522.0,5621.0,5720.0,5819.0,5918.0
30.0,7008.0,7107.0,7206.0,7305.0,7404.0,6513.0,6612.0,6711.0,6810.0,6909.0,6018.0,6117.0,6216.0,6315.0,6414.0,5523.0,5622.0,5721.0,5820.0,5919.0,7009.0,5028.0,7108.0,5127.0,7207.0,5226.0,7306.0,5325.0,7405.0,5424.0,6019.0,6118.0,6217.0,6316.0,6415.0,6514.0,6613.0,6712.0,6811.0,6910.0,5920.0,5029.0,5128.0,5227.0,5326.0,5425.0,5524.0,5623.0,5722.0,5821.0
31.0,7010.0,7109.0,7208.0,7307.0,7406.0,6515.0,6614.0,6713.0,6812.0,6911.0,5921.0,6020.0,6119.0,6218.0,6317.0,6416.0,5525.0,5624.0,5723.0,5822.0,7011.0,5030.0,7110.0,5129.0,7209.0,5228.0,7308.0,5327.0,7407.0,5426.0,6912.0,6021.0,6120.0,6219.0,6318.0,6417.0,6516.0,6615.0,6714.0,6813.0,5922.0,5031.0,5130.0,5229.0,5328.0,5427.0,5526.0,5625.0,5724.0,5823.0
