-1023.0,120000000.0,120000001.0,120000100.0,120000002.0,120000101.0
-1022.0,120000200.0,120000003.0,120000102.0,120000201.0,120000300.0
-1021.0,120000004.0,120000103.0,120000202.0,120000301.0,120000005.0
-1020.0,120000104.0,120000203.0,120000302.0,120000006.0,120000105.0
-1019.0,120000204.0,120000303.0,120000007.0,120000106.0,120000205.0
-1018.0,120000304.0,120000008.0,120000107.0,120000206.0,120000305.0
-1017.0,120000009.0,120000108.0,120000207.0,120000306.0,120000010.0
-1016.0,120000109.0,120000208.0,120000307.0,120000011.0,120000110.0
-1015.0,120000209.0,120000308.0,120000012.0,120000111.0,120000210.0
-1014.0,120000309.0,120000013.0,120000112.0,120000211.0,120000310.0
-1013.0,120000014.0,120000113.0,120000212.0,120000311.0,120000015.0
-1012.0,120000114.0,120000213.0,120000312.0,120000016.0,120000115.0
-1011.0,120000214.0,120000313.0,120000017.0,120000116.0,120000215.0
-1010.0,120000314.0,120000018.0,120000117.0,120000216.0,120000315.0
-1009.0,120000019.0,120000118.0,120000217.0,120000316.0,120000020.0
-1008.0,120000119.0,120000218.0,120000317.0,120000021.0,120000120.0
-1007.0,120000219.0,120000318.0,120000022.0,120000121.0,120000220.0
-1006.0,120000319.0,120000023.0,120000122.0,120000221.0,120000320.0
-1005.0,120000024.0,120000123.0,120000222.0,120000321.0,120000025.0
-1004.0,120000124.0,120000223.0,120000322.0,120000026.0,120000125.0
-1003.0,120000224.0,120000323.0,120000027.0,120000126.0,120000225.0
-1002.0,120000324.0,120000028.0,120000127.0,120000226.0,120000325.0
-1001.0,120000029.0,120000128.0,120000227.0,120000326.0,120000030.0
-1000.0,120000129.0,120000228.0,120000327.0,120000031.0,120000130.0
-999.0,120000229.0,120000328.0,120000032.0,120000131.0,120000230.0
-998.0,120000329.0,120000033.0,120000132.0,120000231.0,120000330.0
-997.0,120000034.0,120000133.0,120000232.0,120000331.0,120000035.0
-996.0,120000134.0,120000233.0,120000332.0,120000036.0,120000135.0
-995.0,120000234.0,120000333.0,120000037.0,120000136.0,120000235.0
-994.0,120000334.0,120000038.0,120000137.0,120000236.0,120000335.0
-993.0,120000039.0,120000138.0,120000237.0,120000336.0,120000040.0
-992.0,120000139.0,120000238.0,120000337.0,120000041.0,120000140.0
-991.0,120000239.0,120000338.0,120000042.0,120000141.0,120000240.0
-990.0,120000339.0,120000043.0,120000142.0,120000241.0,120000340.0
-989.0,120000044.0,120000143.0,120000242.0,120000341.0,120000045.0
-988.0,120000144.0,120000243.0,120000342.0,120000046.0,120000145.0
-987.0,120000244.0,120000343.0,120000047.0,120000146.0,120000245.0
-986.0,120000344.0,120000048.0,120000147.0,120000246.0,120000345.0
-985.0,120000049.0,120000148.0,120000247.0,120000346.0,120000050.0
-984.0,120000149.0,120000248.0,120000347.0,120000051.0,120000150.0
-983.0,120000249.0,120000348.0,120000052.0,120000151.0,120000250.0
-982.0,120000349.0,120000053.0,120000152.0,120000251.0,120000350.0
-981.0,120000054.0,120000153.0,120000252.0,120000351.0,120000055.0
-980.0,120000154.0,120000253.0,120000352.0,120000056.0,120000155.0
-979.0,120000254.0,120000353.0,120000057.0,120000156.0,120000255.0
-978.0,120000354.0,120000058.0,120000157.0,120000256.0,120000355.0
-977.0,120000059.0,120000158.0,120000257.0,120000356.0,120000060.0
-976.0,120000159.0,120000258.0,120000357.0,120000061.0,120000160.0
-975.0,120000259.0,120000358.0,120000062.0,120000161.0,120000260.0
