709,190000000,-1,-1,-1
710,190000001,190000100,-1,-1
711,190000002,190000101,190000200,-1
712,190000003,190000102,190000201,190000300
713,190000004,190000103,190000202,190000301
714,190000005,190000104,190000203,190000302
715,190000006,190000105,190000204,190000303
716,190000007,190000106,190000205,190000304
717,190000008,190000107,190000206,190000305
718,190000009,190000108,190000207,190000306
719,190000010,190000109,190000208,190000307
720,190000011,190000110,190000209,190000308
721,190000012,190000111,190000210,190000309
722,190000013,190000112,190000211,190000310
723,190000014,190000113,190000212,190000311
724,190000015,190000114,190000213,190000312
725,190000016,190000115,190000214,190000313
726,190000017,190000116,190000215,190000314
727,190000018,190000117,190000216,190000315
728,190000019,190000118,190000217,190000316
729,190000020,190000119,190000218,190000317
730,190000021,190000120,190000219,190000318
731,190000022,190000121,190000220,190000319
732,190000023,190000122,190000221,190000320
733,190000024,190000123,190000222,190000321
734,190000025,190000124,190000223,190000322
735,190000026,190000125,190000224,190000323
736,190000027,190000126,190000225,190000324
737,190000028,190000127,190000226,190000325
738,190000029,190000128,190000227,190000326
739,190000030,190000129,190000228,190000327
740,190000031,190000130,190000229,190000328
741,190000032,190000131,190000230,190000329
742,190000033,190000132,190000231,190000330
743,190000034,190000133,190000232,190000331
744,190000035,190000134,190000233,190000332
745,190000036,190000135,190000234,190000333
746,190000037,190000136,190000235,190000334
747,190000038,190000137,190000236,190000335
748,190000039,190000138,190000237,190000336
749,190000040,190000139,190000238,190000337
750,190000041,190000140,190000239,190000338
751,190000042,190000141,190000240,190000339
752,190000043,190000142,190000241,190000340
753,190000044,190000143,190000242,190000341
754,190000045,190000144,190000243,190000342
755,190000046,190000145,190000244,190000343
756,190000047,190000146,190000245,190000344
757,190000048,190000147,190000246,190000345
758,190000049,190000148,190000247,190000346
759,190000050,190000149,190000248,190000347
760,190000051,190000150,190000249,190000348
761,190000052,190000151,190000250,190000349
762,190000053,190000152,190000251,190000350
763,190000054,190000153,190000252,190000351
764,190000055,190000154,190000253,190000352
765,190000056,190000155,190000254,190000353
766,190000057,190000156,190000255,190000354
767,190000058,190000157,190000256,190000355
768,190000059,190000158,190000257,190000356
769,190000060,190000159,190000258,190000357
770,190000061,190000160,190000259,190000358
771,190000062,190000161,190000260,190000359
772,190000063,190000162,190000261,190000360
773,190000064,190000163,190000262,190000361
774,190000065,190000164,190000263,190000362
775,190000066,190000165,190000264,190000363
776,190000067,190000166,190000265,190000364
777,190000068,190000167,190000266,190000365
778,190000069,190000168,190000267,190000366
779,190000070,190000169,190000268,190000367
780,190000071,190000170,190000269,190000368
781,190000072,190000171,190000270,190000369
782,190000073,190000172,190000271,190000370
783,190000074,190000173,190000272,190000371
784,190000075,190000174,190000273,190000372
785,190000076,190000175,190000274,190000373
786,190000077,190000176,190000275,190000374
787,190000078,190000177,190000276,190000375
788,190000079,190000178,190000277,190000376
789,190000080,190000179,190000278,190000377
