LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 243414.0, 130000, 1.0, 243412.0, 125000, 99.0, 243414.0, 7600, -1023.0, 243409.0, 17165, -512.0, 2447.0, 12800, 115748.0, 244104.0, 5004,
1, 1.0, 243414.0, 130000, 1.0, 243412.0, 125000, 99.0, 243414.0, 7600, -1023.0, 243409.0, 17165, -512.0, 2447.0, 12800, 115748.0, 244104.0, 5004,
