-1023.0,90000000.0,90000001.0,90000100.0,90000002.0,90000101.0
-1022.0,90000200.0,90000003.0,90000102.0,90000201.0,90000300.0
-1021.0,90000004.0,90000103.0,90000202.0,90000301.0,90000005.0
-1020.0,90000104.0,90000203.0,90000302.0,90000006.0,90000105.0
-1019.0,90000204.0,90000303.0,90000007.0,90000106.0,90000205.0
-1018.0,90000304.0,90000008.0,90000107.0,90000206.0,90000305.0
-1017.0,90000009.0,90000108.0,90000207.0,90000306.0,90000010.0
-1016.0,90000109.0,90000208.0,90000307.0,90000011.0,90000110.0
-1015.0,90000209.0,90000308.0,90000012.0,90000111.0,90000210.0
-1014.0,90000309.0,90000013.0,90000112.0,90000211.0,90000310.0
-1013.0,90000014.0,90000113.0,90000212.0,90000311.0,90000015.0
-1012.0,90000114.0,90000213.0,90000312.0,90000016.0,90000115.0
-1011.0,90000214.0,90000313.0,90000017.0,90000116.0,90000215.0
-1010.0,90000314.0,90000018.0,90000117.0,90000216.0,90000315.0
-1009.0,90000019.0,90000118.0,90000217.0,90000316.0,90000020.0
-1008.0,90000119.0,90000218.0,90000317.0,90000021.0,90000120.0
-1007.0,90000219.0,90000318.0,90000022.0,90000121.0,90000220.0
-1006.0,90000319.0,90000023.0,90000122.0,90000221.0,90000320.0
-1005.0,90000024.0,90000123.0,90000222.0,90000321.0,90000025.0
-1004.0,90000124.0,90000223.0,90000322.0,90000026.0,90000125.0
-1003.0,90000224.0,90000323.0,90000027.0,90000126.0,90000225.0
-1002.0,90000324.0,90000028.0,90000127.0,90000226.0,90000325.0
-1001.0,90000029.0,90000128.0,90000227.0,90000326.0,90000030.0
-1000.0,90000129.0,90000228.0,90000327.0,90000031.0,90000130.0
-999.0,90000229.0,90000328.0,90000032.0,90000131.0,90000230.0
-998.0,90000329.0,90000033.0,90000132.0,90000231.0,90000330.0
-997.0,90000034.0,90000133.0,90000232.0,90000331.0,90000035.0
-996.0,90000134.0,90000233.0,90000332.0,90000036.0,90000135.0
-995.0,90000234.0,90000333.0,90000037.0,90000136.0,90000235.0
