1,10025375,10025951,10026527,10027103,10027679,10028255,10028831,10029407,10029983,10030559,10031135,10031711,10032287,10032863,10033439,10034015,10034591,10035167,10035743,10036319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,10025374,10025950,10026526,10027102,10027678,10028254,10028830,10029406,10029982,10030558,10031134,10031710,10032286,10032862,10033438,10034014,10034590,10035166,10035742,10036318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,10025373,10025949,10026525,10027101,10027677,10028253,10028829,10029405,10029981,10030557,10031133,10031709,10032285,10032861,10033437,10034013,10034589,10035165,10035741,10036317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,10025372,10025948,10026524,10027100,10027676,10028252,10028828,10029404,10029980,10030556,10031132,10031708,10032284,10032860,10033436,10034012,10034588,10035164,10035740,10036316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,10025371,10025947,10026523,10027099,10027675,10028251,10028827,10029403,10029979,10030555,10031131,10031707,10032283,10032859,10033435,10034011,10034587,10035163,10035739,10036315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,10025370,10025946,10026522,10027098,10027674,10028250,10028826,10029402,10029978,10030554,10031130,10031706,10032282,10032858,10033434,10034010,10034586,10035162,10035738,10036314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,10025369,10025945,10026521,10027097,10027673,10028249,10028825,10029401,10029977,10030553,10031129,10031705,10032281,10032857,10033433,10034009,10034585,10035161,10035737,10036313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,10025368,10025944,10026520,10027096,10027672,10028248,10028824,10029400,10029976,10030552,10031128,10031704,10032280,10032856,10033432,10034008,10034584,10035160,10035736,10036312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,10025367,10025943,10026519,10027095,10027671,10028247,10028823,10029399,10029975,10030551,10031127,10031703,10032279,10032855,10033431,10034007,10034583,10035159,10035735,10036311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10025366,10025942,10026518,10027094,10027670,10028246,10028822,10029398,10029974,10030550,10031126,10031702,10032278,10032854,10033430,10034006,10034582,10035158,10035734,10036310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,10025365,10025941,10026517,10027093,10027669,10028245,10028821,10029397,10029973,10030549,10031125,10031701,10032277,10032853,10033429,10034005,10034581,10035157,10035733,10036309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,10025364,10025940,10026516,10027092,10027668,10028244,10028820,10029396,10029972,10030548,10031124,10031700,10032276,10032852,10033428,10034004,10034580,10035156,10035732,10036308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,10025363,10025939,10026515,10027091,10027667,10028243,10028819,10029395,10029971,10030547,10031123,10031699,10032275,10032851,10033427,10034003,10034579,10035155,10035731,10036307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,10025362,10025938,10026514,10027090,10027666,10028242,10028818,10029394,10029970,10030546,10031122,10031698,10032274,10032850,10033426,10034002,10034578,10035154,10035730,10036306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,10025361,10025937,10026513,10027089,10027665,10028241,10028817,10029393,10029969,10030545,10031121,10031697,10032273,10032849,10033425,10034001,10034577,10035153,10035729,10036305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,10025360,10025936,10026512,10027088,10027664,10028240,10028816,10029392,10029968,10030544,10031120,10031696,10032272,10032848,10033424,10034000,10034576,10035152,10035728,10036304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,10025359,10025935,10026511,10027087,10027663,10028239,10028815,10029391,10029967,10030543,10031119,10031695,10032271,10032847,10033423,10033999,10034575,10035151,10035727,10036303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,10025358,10025934,10026510,10027086,10027662,10028238,10028814,10029390,10029966,10030542,10031118,10031694,10032270,10032846,10033422,10033998,10034574,10035150,10035726,10036302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,10025357,10025933,10026509,10027085,10027661,10028237,10028813,10029389,10029965,10030541,10031117,10031693,10032269,10032845,10033421,10033997,10034573,10035149,10035725,10036301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,10025356,10025932,10026508,10027084,10027660,10028236,10028812,10029388,10029964,10030540,10031116,10031692,10032268,10032844,10033420,10033996,10034572,10035148,10035724,10036300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,10025355,10025931,10026507,10027083,10027659,10028235,10028811,10029387,10029963,10030539,10031115,10031691,10032267,10032843,10033419,10033995,10034571,10035147,10035723,10036299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,10025354,10025930,10026506,10027082,10027658,10028234,10028810,10029386,10029962,10030538,10031114,10031690,10032266,10032842,10033418,10033994,10034570,10035146,10035722,10036298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
