1,180000000,-1,-1,-1
2,180000001,180000100,-1,-1
3,180000002,180000101,180000200,-1
4,180000003,180000102,180000201,180000300
5,180000004,180000103,180000202,180000301
6,180000005,180000104,180000203,180000302
7,180000006,180000105,180000204,180000303
8,180000007,180000106,180000205,180000304
9,180000008,180000107,180000206,180000305
10,180000009,180000108,180000207,180000306
11,180000010,180000109,180000208,180000307
12,180000011,180000110,180000209,180000308
13,180000012,180000111,180000210,180000309
14,180000013,180000112,180000211,180000310
15,180000014,180000113,180000212,180000311
16,180000015,180000114,180000213,180000312
17,180000016,180000115,180000214,180000313
18,180000017,180000116,180000215,180000314
19,180000018,180000117,180000216,180000315
20,180000019,180000118,180000217,180000316
21,180000020,180000119,180000218,180000317
22,180000021,180000120,180000219,180000318
23,180000022,180000121,180000220,180000319
24,180000023,180000122,180000221,180000320
25,180000024,180000123,180000222,180000321
26,180000025,180000124,180000223,180000322
27,180000026,180000125,180000224,180000323
28,180000027,180000126,180000225,180000324
29,180000028,180000127,180000226,180000325
30,180000029,180000128,180000227,180000326
31,180000030,180000129,180000228,180000327
32,180000031,180000130,180000229,180000328
33,180000032,180000131,180000230,180000329
34,180000033,180000132,180000231,180000330
35,180000034,180000133,180000232,180000331
36,180000035,180000134,180000233,180000332
37,180000036,180000135,180000234,180000333
38,180000037,180000136,180000235,180000334
39,180000038,180000137,180000236,180000335
40,180000039,180000138,180000237,180000336
41,180000040,180000139,180000238,180000337
42,180000041,180000140,180000239,180000338
43,180000042,180000141,180000240,180000339
44,180000043,180000142,180000241,180000340
45,180000044,180000143,180000242,180000341
46,180000045,180000144,180000243,180000342
47,180000046,180000145,180000244,180000343
48,180000047,180000146,180000245,180000344
49,180000048,180000147,180000246,180000345
50,180000049,180000148,180000247,180000346
51,180000050,180000149,180000248,180000347
52,180000051,180000150,180000249,180000348
53,180000052,180000151,180000250,180000349
54,180000053,180000152,180000251,180000350
55,180000054,180000153,180000252,180000351
56,180000055,180000154,180000253,180000352
57,180000056,180000155,180000254,180000353
58,180000057,180000156,180000255,180000354
59,180000058,180000157,180000256,180000355
60,180000059,180000158,180000257,180000356
61,180000060,180000159,180000258,180000357
62,180000061,180000160,180000259,180000358
63,180000062,180000161,180000260,180000359
64,180000063,180000162,180000261,180000360
65,180000064,180000163,180000262,180000361
66,180000065,180000164,180000263,180000362
67,180000066,180000165,180000264,180000363
68,180000067,180000166,180000265,180000364
